cuces,total_adjudicado,total_recepcionado,total_referencial
20-1801-00-1078706-1-1,,64989.5,64989.5
20-1801-00-1078847-1-2,,98560,98560
20-1801-00-1079080-1-1,,263219.2,477007
20-1801-00-1079261-1-2,,64000,64000
20-1801-00-1079678-1-1,,521875,531235
20-1801-00-1082217-1-1,,60100,60100
20-1801-00-1082470-1-1,,19452,21004
20-1801-00-1084481-1-1,,287934.44,516213
20-1801-00-1085812-1-2,,936631,936632
20-1801-00-1085827-1-1,,54000,56100
20-1801-00-1085845-1-1,,35689.8,71400
20-1801-00-1085882-1-1,,27291,32700
20-1801-00-1086401-1-1,,88068.5,98080
20-1801-00-1087205-1-1,,418000,470000
20-1801-00-1087317-1-1,,409999,410000
20-1801-00-1088790-1-1,,48396,49967.4
20-1801-00-1089265-1-1,,99521.5,100000
20-1801-00-1089301-1-1,,105250,105650
20-1801-00-1089697-1-1,,77390,172650
20-1801-00-1090589-1-1,,105335,105650
20-1801-00-1090741-1-1,,105299,105650
20-1801-00-1094609-1-1,,41900,49300
20-1803-00-1041100-0-E,410000,410000,
20-1803-00-1041199-0-E,554110,554110,
20-1803-00-1041201-0-E,30000,30000,
20-1803-00-1041204-0-E,75000,75000,
20-1803-00-1041210-0-E,270600,270600,
20-1803-00-1041296-0-E,200826,200826,
20-1803-00-1041317-0-E,952710,952710,
20-1803-00-1041323-0-E,226250,226250,
20-1803-00-1041508-0-E,48000,48000,
20-1803-00-1042914-0-E,49766,49766,
20-1803-00-1043304-0-E,256690,256690,
20-1803-00-1046673-0-E,49895,49895,
20-1803-00-1048234-0-E,24971,24971,
20-1803-00-1049972-0-E,70000,70000,
20-1803-00-1050939-0-E,128355,128355,
20-1803-00-1050975-0-E,82400,82400,
20-1803-00-1051289-0-E,85000,85000,
20-1803-00-1051493-0-E,49710,49710,
20-1803-00-1051687-0-E,49926.7,49926.7,
20-1803-00-1051748-0-E,22400,22400,
20-1803-00-1052076-0-E,49980,49980,
20-1803-00-1052310-0-E,498460,498460,
20-1803-00-1052604-0-E,30000,30000,
20-1803-00-1052651-0-E,49465,49465,
20-1805-00-1037405-0-E,120000,120000,
20-1805-00-1037410-0-E,98700,98700,
20-1805-00-1037414-0-E,101300,101300,
20-1805-00-1037421-0-E,50000,50000,
20-1805-00-1037428-0-E,30000,30000,
20-1805-00-1037457-0-E,30000,30000,
20-1805-00-1037462-0-E,50000,50000,
20-1805-00-1037523-0-E,31995,31995,
20-1805-00-1037775-0-E,49700,49700,
20-1805-00-1038371-0-E,30000,30000,
20-1805-00-1038780-0-E,50000,50000,
20-1805-00-1039210-0-E,300000,300000,
20-1805-00-1039707-0-E,200000,200000,
20-1805-00-1040265-0-E,400000,400000,
20-1805-00-1040478-0-E,100000,100000,
20-1805-00-1040662-0-E,36077,36077,
20-1805-00-1040730-0-E,49700,49700,
20-1805-00-1041262-0-E,100000,100000,
20-1805-00-1041635-0-E,99000,99000,
20-1805-00-1042920-0-E,99900,99900,
20-1805-00-1044791-0-E,49700,49700,
20-1805-00-1048589-0-E,90000,90000,
20-1805-00-1048612-0-E,344750,344750,
20-1805-00-1049228-0-E,32100,32100,
20-1805-00-1051566-0-E,200000,200000,
20-1805-00-1051684-0-E,200000,200000,
20-1805-00-1051781-0-E,400000,400000,
20-1805-00-1051829-0-E,100000,100000,
20-1805-00-1052605-0-E,44400,44400,
20-1807-00-1038534-0-E,32978,32978,
20-1807-00-1044318-0-E,41800,41800,
20-1807-00-1044347-0-E,49695,49695,
20-1807-00-1044788-0-E,44300,44300,
20-1807-00-1044805-0-E,32700,32700,
20-1807-00-1048822-2-1,232320,232320,453114
20-1807-00-1094652-1-1,,7992,20800
20-1807-00-1095466-1-1,,49358,49358
20-1810-00-1040287-0-E,47915,,
20-1810-00-1040298-0-E,38700,38700,
20-1810-00-1040407-0-E,25130,,
20-1810-00-1041795-0-E,36000,,
20-1810-00-1042075-0-E,272236.6,,
20-1810-00-1042104-0-E,44560,44560,
20-1810-00-1045081-0-E,26000,,
20-1810-00-1046865-0-E,34564,34564,
20-1810-00-1046866-0-E,20865,,
20-1810-00-1046870-0-E,33000,33000,
20-1810-00-1049137-0-E,49960,,
20-1810-00-1049141-0-E,49870,,
20-1810-00-1049162-0-E,34000,,
20-1810-00-1049168-0-E,39000,39000,
20-1810-00-1049574-0-E,48372,48372,
20-1810-00-1049592-0-E,49560,49560,
20-1810-00-1077664-1-1,410000,410000,420000
20-1810-00-1078693-1-1,,26460,26460
20-1810-00-1092253-1-1,,45179.659999999996,49600.6
20-1810-00-1092612-1-1,,49900,49900
20-1810-00-1092617-1-1,,28800,28800
20-1810-00-1095167-1-1,,24300,24300
20-1810-00-1096139-1-1,,59872.9,74516.7
20-1811-00-1089678-1-1,449673,449673,610700
20-1813-00-1101177-1-1,,,499963
20-1813-00-1101182-1-1,,190415.16,190415.16
20-1813-00-1101187-1-1,,372688.32,373000.37
20-1818-00-1047271-0-E,125828.43999999999,,
20-1901-00-1088794-1-1,,31400,31400
20-1901-00-1091317-1-1,,178300,178300
20-1901-00-1096004-1-1,,46080,47880
20-1901-00-1096010-1-1,,158566,158566
20-1902-00-1102549-1-1,,,650000
20-1905-00-1038031-0-E,88590,,
20-1905-00-1052274-0-E,217050,,
20-1905-00-1052288-0-E,394500,,
20-1905-00-1052444-0-E,120000,,
20-1905-00-1052466-0-E,120000,,
20-1905-00-1092940-1-2,,99060.52,99060.52
20-1905-00-1092941-1-1,,106468.84,106468.84
20-1907-00-1042665-0-E,75600,75600,
20-1907-00-1081054-1-1,,399500.22000000003,400958.25
20-1907-00-1096287-1-1,,725295,725295
20-1907-00-1096530-1-1,,35400,35400
20-1907-00-1096959-1-1,,36740.6,36740.6
20-1909-00-1062231-1-1,414975,414975,419730
20-1909-00-1062244-1-1,414975,414975,419730
20-1909-00-1079002-1-1,524390,524390,524390
20-1909-00-1079536-1-1,114750,114750,114750
20-1910-00-1040223-0-E,90065,90065,
20-1910-00-1040236-0-E,72740,72740,
20-1910-00-1042702-0-E,80970,80970,
20-1910-00-1042720-0-E,57550.48,57550.48,
20-1910-00-1042945-0-E,52300,52300,
20-1910-00-1044994-0-E,144762,144762,
20-1910-00-1078297-1-1,77046,77046,77046
20-1910-00-1080022-1-1,198800,198800,199173
20-1910-00-1085072-1-1,655520,655520,667515
20-1911-00-1061162-1-1,76000,76000,76000
20-2315-00-1041962-0-E,28759.5,,
20-2330-00-1077607-1-1,,14500,22000
20-2334-00-1035530-1-2,820442.5,,935968.5
20-3301-00-1065340-1-1,78180,78180,80280
20-3301-00-1096501-1-1,99180,99180,99180
20-3401-00-1078428-1-1,280438.60000000003,,280540
20-3401-00-1088317-1-1,85700,,85700
20-3701-00-1080155-1-1,113240,113240,113240
20-3701-00-1084738-1-1,,47156.25,49956.25
20-3701-00-1084776-1-1,,34710,34710
20-3701-00-1084794-1-1,,29500,42000
20-3701-00-1084812-1-1,,34710,34710
20-3701-00-1090767-1-1,,26000,34000
20-3701-00-1091083-1-1,198445,198445,199965
20-3701-00-1091370-1-1,,49890,49890
20-3701-00-1092204-1-1,748250,748250,750000
20-3701-00-1098345-1-1,,33250,33250
20-4601-00-1037552-0-E,36310,36310,
20-4601-00-1037880-0-E,46800,46800,
20-4601-00-1037887-0-E,40950,40950,
20-4601-00-1038033-0-E,50000,50000,
20-4601-00-1040645-0-E,49997,49997,
20-4601-00-1040695-0-E,36210,36210,
20-4601-00-1040995-0-E,9926102,,
20-4601-00-1041611-0-E,49000,49000,
20-4601-00-1043059-0-E,49392,49392,
20-4601-00-1043067-0-E,49341,49341,
20-4601-00-1043371-0-E,46550,46550,
20-4601-00-1043390-0-E,23080,23080,
20-4601-00-1044484-0-E,29550,29550,
20-4601-00-1044728-0-E,49500,49500,
20-4601-00-1045860-0-E,41899,41899,
20-4601-00-1046737-0-E,261000,,
20-4601-00-1047422-0-E,49950,49950,
20-4601-00-1048099-0-E,29000,29000,
20-4601-00-1048603-0-E,50000,50000,
20-4601-00-1049430-0-E,2520000,,
20-4601-00-1050090-0-E,50000,50000,
20-4601-00-1050983-0-E,786480,,
20-4601-00-1052508-0-E,49969,49969,
20-4601-02-1057308-1-1,175690.62,175690.62,175690.62
20-4601-03-1038348-0-E,29880,29880,
20-4601-03-1038370-0-E,27524,27524,
20-4601-03-1039441-0-E,42000,42000,
20-4601-03-1042164-0-E,49499,49499,
20-4601-03-1042171-0-E,40000,40000,
20-4601-03-1043468-0-E,66006,66006,
20-4601-03-1044343-0-E,194000,194000,
20-4601-03-1050488-0-E,36000,36000,
20-4601-03-1063747-1-1,742449,740394,754400
20-4601-03-1072915-1-1,609500,609500,617500
20-4601-03-1075710-1-1,498500,498500,525000
20-4601-03-1083880-1-1,116229,116229,468286.6
20-4601-03-1089158-1-1,,49271.3,49611.5
20-4601-03-1089848-1-1,,29361,29496
20-4601-03-1089980-1-1,,45435,45948
20-4601-03-1090516-1-1,,21600,22135.24
20-4601-03-1093247-1-1,66040,66040,199999.97999999998
20-4601-03-1094096-1-1,89497.2,89497.2,90000
20-4601-03-1095460-1-1,,30294,30294
20-906-23-1043098-0-E,27500,27500,
21-0006-00-1149354-1-1,,13450,23000
21-0015-15-1173105-1-1,,44919,49996.8
21-0020-00-1140819-1-1,158652,158652,168480
21-0020-00-1173514-1-1,,21463,31750
21-0020-10-1147951-1-2,130662,130662,478800
21-0025-00-1140580-1-1,,39999,40000
21-0025-00-1140805-1-1,,39999,40000
21-0025-00-1163790-1-1,,40000,40000
21-0025-00-1163793-1-1,,35000,35000
21-0025-00-1178905-1-1,,49600,49600
21-0025-00-1178927-1-1,,50000,50000
21-0030-00-1122113-1-2,,23878,39980
21-0030-00-1141528-1-1,,41650,49750
21-0030-00-1153416-1-1,,41500,49950
21-0030-00-1180314-1-1,,39460,49992
21-0035-00-1140577-1-1,,47450,49640
21-0046-00-1112225-1-1,,18000,25000
21-0046-00-1112729-1-1,199998,199998,199998
21-0046-00-1114237-1-1,,31050,44200
21-0046-00-1122524-1-1,,24000,30000
21-0046-00-1124930-1-1,,9362.5,22470
21-0046-00-1135015-1-2,,7353.48,27120
21-0046-00-1136938-1-1,199998,199998,199998
21-0046-00-1138279-1-1,30000.2,30000.2,62455
21-0046-00-1142559-1-1,199998,199998,199998
21-0046-00-1144560-1-1,,32800,39975
21-0046-00-1144842-1-1,,28632,40042.5
21-0046-00-1144991-1-1,80357.93,80357.93,80430.5
21-0046-00-1145672-1-1,,38355,43440
21-0046-00-1150986-1-1,,49986,49986
21-0046-00-1151467-1-1,749988,749988,749988
21-0046-00-1156758-1-1,,49500,49500
21-0046-00-1159724-1-1,,21962,22436
21-0046-00-1161801-1-1,,24223.5,29991
21-0046-00-1161848-1-1,,15540,34965
21-0046-00-1164231-1-1,,21000,39000
21-0046-00-1165538-2-1,190890,190890,196950
21-0046-00-1169860-1-1,191000,191000,191995
21-0046-00-1174274-1-1,89999,89999,89999
21-0046-00-1174277-1-1,,20160,30240
21-0046-00-1174346-1-1,,34184.850000000006,49998.25
21-0046-00-1180217-1-1,,40000,49500
21-0046-00-1181892-1-1,,29874,29874
21-0046-20-1129058-1-1,346712,346712,572026
21-0046-20-1140285-1-1,500765,500765,912206
21-0046-21-1109561-1-1,,21000,49000
21-0046-21-1130708-1-1,,18400,29440
21-0046-21-1136528-1-1,,28000,40000
21-0046-21-1138478-1-1,,40000,46950
21-0046-21-1140023-2-1,245543.5,,300000.02
21-0046-21-1147098-1-1,,44030,47600
21-0046-22-1104835-1-1,141246,141246,141246
21-0046-22-1105769-1-1,,35036,41335
21-0046-22-1142776-1-1,,22610,33000
21-0046-22-1151621-1-1,,47866.7,47866.7
21-0046-22-1168211-1-1,99000,,99000
21-0046-26-1168121-1-1,,44800,50000
21-0046-28-1111232-1-1,,40000,48750
21-0046-28-1113583-1-1,549850,549850,994150
21-0046-28-1114271-1-1,299969.8,333819.8,913741.2
21-0046-28-1118635-1-1,,30490,36550
21-0046-28-1158951-1-1,649066.55,649066.55,996840.47
21-0046-28-1159317-1-1,,30944,45650
21-0046-28-1162984-1-1,,24150,48540
21-0046-28-1188915-1-1,,,19717
21-0046-31-1108748-1-1,,33600,33600
21-0046-31-1109149-1-1,,34000,44000
21-0046-31-1109488-1-1,,48950,48950
21-0046-31-1113277-1-1,,46000,46000
21-0046-31-1128505-1-1,,48000,50000
21-0046-31-1132370-1-1,,38990,42000
21-0046-31-1133024-1-1,,44000,46000
21-0046-31-1139204-1-1,,43400,49910
21-0046-31-1143671-1-1,,198915,198915
21-0046-31-1144366-1-1,,118656,118656
21-0046-31-1144403-1-1,,78200,108500
21-0046-31-1152983-1-1,,141300,199800
21-0046-31-1157258-1-1,,40800,42000
21-0046-33-1155646-1-1,,21300,21300
21-0046-33-1162224-1-1,125000,125000,135000
21-0046-37-1122906-1-2,572200,572200,583981
21-0047-15-1117517-1-1,,26972,49600
21-0047-15-1173677-1-1,,37685,49950
21-0070-00-1133156-1-1,,13440,21000
21-0081-21-1150513-1-1,59500,59500,87895.5
21-0086-00-1112961-1-1,,16500,21100
21-0086-00-1149744-1-1,,21100,38680
21-0138-00-1111157-1-1,228846,224842.1,228846
21-0138-00-1125896-1-1,,49560,49560
21-0138-00-1125929-1-1,,34580,34580
21-0138-00-1126206-1-1,,49500,49500
21-0138-00-1128560-1-1,85500,85500,97680
21-0138-00-1129149-1-1,149765,149765,197140
21-0138-00-1130649-1-1,119000,119000,135000
21-0138-00-1136323-1-1,228000,228000,304800
21-0138-00-1148731-1-1,,42900,45300
21-0138-00-1150024-1-1,75000,75000,75000
21-0138-00-1150706-1-1,,42175,49387
21-0138-00-1151644-1-1,76000,76000,84000
21-0138-00-1154921-1-1,,22994.4,23011
21-0138-00-1155207-1-1,324500,324500,326139
21-0138-00-1161976-1-1,441498.83,441498.83,481208.83999999997
21-0138-00-1172345-1-1,,38266,38266
21-0139-00-1111234-1-1,,48000,48000
21-0139-00-1111485-1-1,,28814,28814
21-0139-00-1115117-1-1,,46200,46200
21-0139-00-1115574-1-1,,43260,43260
21-0139-00-1120888-1-1,,45000,50000
21-0139-00-1120893-1-1,,38000,40000
21-0139-00-1122009-1-1,,47000,47000
21-0139-00-1181431-1-1,,44500,47450
21-0141-00-1083561-1-2,999100,999100,999900
21-0141-00-1114482-1-1,257045.5,257045.5,387950.99000000005
21-0141-00-1115883-1-3,1262500,1262500,1272283
21-0141-00-1154986-1-1,192000,192000,216000
21-0142-00-1147525-1-1,103683.7,103683.7,240415
21-0142-00-1147525-2-1,13500,13500,64700
21-0142-00-1151480-1-1,,32000,50000
21-0142-00-1153195-1-1,157500,157500,250000
21-0142-00-1156230-1-2,83230,83230,192200
21-0145-00-1108702-1-1,,40594,48500
21-0145-00-1119556-1-1,150586.8,158422.25,176973.99
21-0145-00-1120561-1-2,,32863,34092
21-0145-00-1121930-1-1,183700,183700,660000
21-0145-00-1122005-1-2,54250,54250,113750
21-0145-00-1130565-1-1,103200,103200,225750
21-0145-00-1139544-1-1,164991,164991,167700
21-0146-00-1133889-1-1,62600,62600,326400
21-0147-00-1129551-1-1,229880,229880,410491.89
21-0147-00-1130667-1-1,408230,408230,534250.38
21-0147-00-1131746-1-1,203050,203050,356880.19
21-0169-00-1182418-1-1,141600,,162000
21-0170-00-1137192-1-1,,20915,20915
21-0203-00-1105524-1-1,,64687,14770
21-0203-00-1106499-1-1,,29219.2,36800
21-0203-00-1106918-1-1,,27600,31602
21-0203-00-1142642-1-1,27918,27918,62520
21-0203-00-1143495-2-1,,44500,49800
21-0203-00-1150189-1-1,,16361,16285
21-0203-00-1168225-1-1,,19200,28600
21-0207-04-1107771-2-1,,1175,1175
21-0207-04-1108794-1-1,,38590,49940
21-0207-04-1130201-1-1,,1375,1375
21-0207-04-1148646-1-1,,32000,47500
21-0271-00-1132766-1-1,,48000,50000
21-0283-04-1109025-1-1,,35078,49950
21-0283-14-1111627-1-1,,28800,31680
21-0283-14-1139904-1-1,,24460,42805
21-0340-00-1141718-1-1,,9600,28000
21-0340-00-1149463-1-1,47802,47802,76069
21-0340-00-1151904-1-2,,42585,46500
21-0340-00-1152969-1-1,,40000,44000
21-0340-00-1156799-1-1,,20000,25000
21-0345-00-1148759-1-1,,19560,31200
21-0385-00-1137985-1-1,,24900,32500
21-0385-00-1150966-1-1,,37000,46250
21-0411-00-1115916-1-1,374000,374000,997570
21-0411-00-1133152-1-1,,357600,357600
21-0411-00-1136647-1-1,,422280,422280
21-0411-00-1138545-1-1,,21600,22800
21-0411-00-1143818-1-1,,120000,126000
21-0411-00-1143843-1-1,,70000,105000
21-0411-00-1145329-1-1,,38563.2,49920
21-0411-00-1145342-1-1,,29200,30000
21-0411-00-1146473-1-1,,25044,25044
21-0417-01-1107706-1-1,,27500,32500
21-0417-01-1107714-1-1,,27500,32500
21-0417-01-1111288-1-1,,25670,25670
21-0417-01-1112929-1-1,96000,96000,140000
21-0417-01-1112943-1-1,500000,500000,850000
21-0417-01-1117537-2-1,42000,42000,130000
21-0417-01-1120120-1-1,,36000,48000
21-0417-01-1121163-1-1,,36246.21,49351.619999999995
21-0417-01-1128089-1-1,,49939.78,49939.78
21-0417-01-1128111-1-1,,49616,49616
21-0417-01-1128176-1-1,,30664.86,30664.86
21-0417-02-1107298-1-1,41600,41600,68100
21-0417-02-1183463-1-1,1000000,,1000000
21-0417-03-1113144-1-1,,15295.5,49500
21-0417-03-1119794-2-1,340000,340000,650000
21-0417-03-1128109-1-1,50136.91,50136.91,51221.63
21-0417-03-1128144-1-1,50014.52,50014.52,51142.71
21-0417-03-1138035-1-1,,49810,49810
21-0417-03-1143727-1-1,,28250,28250
21-0417-03-1143741-1-1,,49797,49797
21-0417-03-1143842-1-1,,46100,46100
21-0417-03-1147812-2-2,799998.24,799998.24,999997.8
21-0417-03-1149738-1-1,,49874.9,49875
21-0417-03-1153688-1-1,,24960,38400
21-0417-03-1158775-1-1,94000,94000,94000
21-0417-03-1159650-1-1,,23660,30420
21-0417-03-1160911-1-1,255000,255000,360000
21-0417-03-1161153-1-1,259500,259500,260000
21-0417-03-1176182-1-1,,39400,44738.880000000005
21-0417-03-1176315-1-1,306586.57,306586.57,307794.1
21-0417-03-1177090-1-1,,28454.4,45600
21-0417-03-1177928-1-1,697100,697100,697165
21-0417-04-1131579-2-1,170820,170820,180000
21-0417-04-1135367-1-1,901600,991760,980000
21-0417-04-1142595-1-1,,49883.32,49883.32
21-0417-04-1143132-1-2,862186,948402,899989.54
21-0417-04-1143393-1-1,,49883.32,49883.32
21-0417-04-1145770-1-1,60000,60000,80000
21-0417-04-1146840-1-1,,49883.32,49883.32
21-0417-04-1147179-1-1,,49883.32,49883.32
21-0417-04-1147281-1-1,,14490,19530
21-0417-04-1149828-1-1,,49883.32,49883.32
21-0417-04-1149841-1-1,,49883.32,49883.32
21-0417-04-1160235-1-1,,15321.6,16934.4
21-0417-04-1183325-1-1,,37500,39000
21-0417-05-1135948-2-2,104790,104790,105510
21-0417-05-1141466-1-1,102000,102000,109500
21-0417-05-1165837-2-1,180000,180000,214900
21-0417-05-1168256-1-1,,39285.4,49999.6
21-0417-05-1168509-1-1,,34650,43500
21-0417-05-1168635-1-1,41250,41250,70000
21-0417-05-1171371-1-1,172610,172610,500000
21-0417-05-1177160-1-1,,17700,50000
21-0417-06-1119180-1-1,,40000,40000
21-0417-06-1119376-1-1,,25970,25970
21-0417-06-1119465-1-2,240000,240000,795000
21-0417-06-1119813-1-2,240500,240500,980500
21-0417-06-1119923-1-2,525000,525000,540000
21-0417-06-1120404-1-3,616000,616000,962500
21-0417-06-1120407-1-1,180200,180200,250000
21-0417-06-1120415-1-1,369860,369860,487635
21-0417-06-1120419-1-1,165000,165000,195000
21-0417-06-1120420-1-1,93000,93000,95000
21-0417-06-1120421-1-1,73000,73000,74000
21-0417-06-1120423-1-1,84598,84598,105478
21-0417-06-1120815-3-1,177000,177000,180000
21-0417-06-1120857-1-1,,32600,32600
21-0417-06-1120950-1-1,,48779,48779
21-0417-06-1121527-1-1,,46090,49500
21-0417-06-1121893-1-2,185000,185000,185000
21-0417-06-1122867-1-3,57750,57750,275000
21-0417-06-1122954-1-3,99900,99900,297480
21-0417-06-1123258-1-2,29250,29250,187500
21-0417-06-1123362-1-1,62300,62300,73500
21-0417-06-1123757-1-1,,26400,34000
21-0417-06-1123762-1-1,,19600,25000
21-0417-06-1123768-1-1,,23064,23064
21-0417-06-1124403-1-2,110000,110000,300000
21-0417-06-1124809-1-1,,17535,22500
21-0417-06-1125812-1-1,316215,316215,500569.4
21-0417-06-1125964-1-1,71280,71280,86900
21-0417-06-1125990-1-1,,17500,24000
21-0417-06-1128258-1-1,,29000,32000
21-0417-06-1128277-1-1,,29000,33000
21-0417-06-1129911-1-1,,17700,27000
21-0417-06-1137324-1-1,,22000,34000
21-0417-06-1143231-1-1,,,29940
21-0417-06-1143348-2-1,114000,,117000
21-0417-06-1143362-1-1,,23940,25200
21-0417-06-1143432-1-2,114990,114990,114990
21-0417-06-1143483-1-2,134490,134490,134490
21-0417-06-1143501-1-1,182500,182500,195250
21-0417-06-1149707-1-1,,47000,49700
21-0417-06-1151309-1-1,,10000,32000
21-0417-06-1151310-1-1,,34000,34000
21-0417-06-1153532-2-1,97000,97000,115000
21-0417-06-1156085-1-1,57990,57990,58000
21-0417-06-1156226-1-1,,26850,31800
21-0417-06-1156497-1-1,,46000,46000
21-0417-06-1156507-1-1,,43400,43400
21-0417-06-1156531-1-1,,32000,42000
21-0417-06-1156597-1-1,43200,43200,80000
21-0417-06-1156688-1-1,161000,161000,161500
21-0417-06-1156736-1-1,125970,125970,126000
21-0417-06-1158825-1-1,140000,140000,175000
21-0417-06-1158864-1-1,240000,240000,330000
21-0417-06-1158877-1-1,296000,296000,297000
21-0417-06-1159434-2-1,213990,213990,213990
21-0417-06-1159486-2-1,103320,103320,114450
21-0417-06-1159794-1-1,,49940,49940
21-0417-06-1169944-1-1,,36000,36000
21-0417-06-1183241-1-1,,34892,34970
21-0417-06-1184503-1-1,,42250,49855
21-0417-06-1185434-1-1,,8500,20100
21-0417-07-1115820-1-1,,37740,49950
21-0417-07-1121399-1-1,,49312,49838
21-0417-07-1123834-2-1,255200,255200,256000
21-0417-08-1149098-1-1,679920,,680000
21-0417-09-1107327-1-1,45170,45170,62050
21-0417-09-1107586-1-1,,118500,118500
21-0417-09-1107924-1-1,999900,999900,999900
21-0417-09-1121457-1-1,,19600,46000
21-0417-09-1122128-1-1,,33880,45980
21-0417-09-1124357-1-3,,26148.5,26992
21-0417-09-1126093-1-1,,49998.1,49998.1
21-0417-09-1127288-1-2,,48500,48500
21-0417-09-1127359-1-1,288096,288096,294098
21-0417-09-1138666-1-2,,28800,28800
21-0417-09-1140151-1-1,104795,104795,105160
21-0417-09-1140830-1-1,74419.3,74419.3,74420
21-0417-09-1140931-1-1,66400,66400,66400
21-0417-09-1141742-1-1,82000,82000,82000
21-0417-09-1142442-2-1,74989.5,74989.5,75000
21-0417-09-1142443-2-1,47700,47700,51000
21-0417-09-1152827-1-1,,50000,50000
21-0417-09-1153738-1-2,,21472.5,30675
21-0417-09-1163065-1-1,54000,54000,60000
21-0417-09-1164819-1-1,440600,440600,440600
21-0417-09-1166799-1-1,,20160,28800
21-0417-09-1166879-2-2,79000,79000,79200
21-0417-09-1167668-1-1,102000,102000,190000
21-0417-09-1168176-1-1,18000,18000,54000
21-0417-09-1168553-1-1,64000,64000,70000
21-0417-09-1171127-1-1,206430,206430,665500
21-0417-09-1172185-1-1,108150,108150,138200
21-0417-09-1174091-2-1,356000,,360000
21-0418-02-1180598-1-1,,24000,30000
21-0418-02-1186927-1-1,396000,,396000
21-0418-03-1144261-1-1,,49950,49950
21-0418-03-1152683-1-1,,34304,39919.8
21-0418-07-1140911-1-1,419300,419300,420000
21-0418-07-1143445-1-1,501619.88,501619.88,502122
21-0418-07-1182871-1-1,1508000,,2600000
21-0418-10-1185617-2-1,57914,,59700
21-0418-40-1185096-1-1,,,30000
21-0422-00-1107610-1-1,,36800,48000
21-0422-00-1111984-1-1,210598.6,210598.6,500000
21-0422-00-1132438-1-1,,20952,49200
21-0422-00-1137760-1-1,,34410,49950
21-0422-00-1139621-1-1,62500,62500,75000
21-0422-00-1144209-1-1,48400,48400,90000
21-0422-00-1145932-1-1,291121.8,291121.8,500000
21-0422-00-1151845-1-1,68020,68020,150000
21-0422-00-1154017-2-1,49600,49600,52800
21-0422-00-1161027-1-1,,12000,23760
21-0422-00-1176464-1-1,,19735,25350
21-0422-00-1179053-1-1,,49500,49500
21-0422-00-1179756-1-1,866732.3300000001,,900000
21-0422-00-1181679-1-1,166665,,199998
21-0423-00-1104450-1-1,,47250,49950
21-0423-00-1104626-1-1,,49984,49984
21-0423-00-1105546-1-1,,33800,49400
21-0423-00-1106737-1-1,,26400,49600
21-0423-00-1107704-1-1,,35414.4,49980
21-0423-00-1107918-1-1,,49999.8,49999.8
21-0423-00-1108044-1-1,,49800,49800
21-0423-00-1112142-1-1,,48440.7,49896
21-0423-00-1117348-1-1,,49990,49990
21-0423-00-1122382-1-1,,48000,48000
21-0423-00-1126331-1-1,,35447.44,47126.4
21-0423-00-1131722-1-1,,48000,48000
21-0423-00-1131729-1-1,,50000,50000
21-0423-00-1136732-1-1,,49920,49920
21-0423-00-1139841-1-1,,49500,49500
21-0423-00-1139934-1-1,,39245,45343
21-0423-00-1140163-1-1,107400,107400,124763
21-0423-00-1140341-1-1,,14000,36000
21-0423-00-1140787-1-1,,36350,49250
21-0423-00-1141757-1-1,,48711,49960
21-0423-00-1144535-1-1,,46400,49600
21-0423-00-1145033-1-1,,48940.2,49140.2
21-0423-00-1146751-1-1,,45215,45215
21-0423-00-1147977-1-1,,48750,48750
21-0423-00-1148355-1-1,,34500,40500
21-0423-00-1148786-1-1,,42764,49934
21-0423-00-1149939-1-1,,41300,44500
21-0423-00-1150156-1-1,,48236.36,49984
21-0423-00-1150877-1-1,,45325,49875
21-0423-00-1151954-1-1,,44625,49002
21-0423-00-1151970-1-1,,30348.4,30398
21-0423-00-1152290-1-1,,39500,42900
21-0423-00-1152298-1-1,,28360,48893
21-0423-00-1157062-1-1,55600,55600,56000
21-0423-00-1158315-1-1,,25900,28000
21-0423-00-1164485-1-1,501606,501606,999196.75
21-0423-00-1169264-1-1,573517.3500000001,573517.3500000001,994815.41
21-0423-00-1186092-1-1,,41170,48620
21-0432-00-1107084-1-1,,41181,49947.6
21-0432-00-1108847-1-1,,49300,49300
21-0432-00-1109683-1-1,,28017.4,49996.6
21-0432-00-1116245-1-1,,25500,25500
21-0432-00-1141633-1-1,,4800,49954.5
21-0432-00-1142806-1-1,,44731.8,49997
21-0435-00-1104058-1-1,,10120,39600
21-0435-00-1155319-1-1,100000,55790,100000
21-0435-00-1189837-1-1,,,50000
21-0513-00-1105454-1-1,124701,124701,199202
21-0513-00-1106566-1-1,156850,,199182
21-0513-00-1107963-1-1,191219.6,191219.6,283774
21-0513-00-1113135-1-1,69951.62000000001,69951.62000000001,127498.53
21-0513-00-1118043-1-1,34426.18,34426.18,88140
21-0513-00-1136544-2-1,159350,159350,259700
21-0513-00-1142098-1-1,,47054.46,47054.46
21-0513-00-1142415-1-1,60750,60750,219650
21-0513-00-1142498-1-1,19432.6,19432.6,62780
21-0513-00-1143439-1-1,129904.4,129904.4,198456.5
21-0513-00-1145781-1-1,67085,67085,75475
21-0513-00-1146338-1-1,129690,129690,188520
21-0513-00-1148417-1-1,45015.18,45015.18,50051.96
21-0513-00-1149158-1-1,513000,266000,742500
21-0513-00-1149932-1-1,57400,63140,57400
21-0513-00-1152517-1-1,17425,17425,51008
21-0513-00-1153153-1-1,,38796,40400
21-0513-00-1154723-2-1,28080,28080,139800
